x,y1,y2,y3,y4,y42,y41,y11,y48
-17.1,34.380894,-33.81982,-17.085196,0.34196478,34.111095,-33.707966,-17.1,-0.08748784
-17.0,33.614796,-33.146416,-16.69206,-0.113865964,33.86242,-33.519302,-17.0,-0.13227068
-16.9,33.971043,-33.033516,-16.62859,-0.2902285,33.615116,-33.335438,-16.9,-0.17178029
-16.8,33.07349,-33.12445,-16.603662,-0.6693005,33.36966,-33.156216,-16.8,-0.20444156
-16.7,33.003006,-33.15249,-16.823805,-0.11059754,33.126507,-32.98143,-16.7,-0.22895241
-16.6,32.82969,-32.514786,-16.207123,0.13672218,32.886086,-32.810825,-16.6,-0.24433562
-16.5,32.27977,-33.125202,-16.162659,0.10311103,32.6488,-32.644108,-16.5,-0.24997796
-16.4,32.51663,-32.68559,-16.269371,-0.011137535,32.415028,-32.480946,-16.4,-0.24565446
-16.3,32.194664,-32.186275,-16.139305,0.23491701,32.185097,-32.320972,-16.3,-0.2315375
-16.2,31.744162,-32.208416,-16.36914,0.10328723,31.959314,-32.163788,-16.2,-0.20818987
-16.1,31.290579,-32.393738,-15.604486,-0.14163977,31.737934,-32.008965,-16.1,-0.17654237
-16.0,31.541817,-31.90914,-16.16006,-0.5188936,31.52117,-31.856049,-16.0,-0.13785668
-15.9,31.377129,-31.849277,-15.54072,0.083608545,31.30919,-31.70457,-15.9,-0.09367507
-15.8,31.465273,-31.789133,-15.530875,-0.0038458784,31.102116,-31.554047,-15.8,-0.045758933
-15.7,30.581562,-31.266651,-16.140867,-0.3180933,30.900017,-31.403982,-15.7,0.0039814655
-15.6,30.277567,-31.492805,-15.58734,-0.08732379,30.702911,-31.253878,-15.6,0.053563137
-15.5,30.291279,-31.408848,-15.601471,0.44567823,30.510773,-31.103233,-15.5,0.10100941
-15.4,30.506998,-31.34851,-15.176161,0.022070993,30.323524,-30.95156,-15.4,0.14442876
-15.3,30.038458,-30.641222,-15.519996,0.09844557,30.141035,-30.79837,-15.3,0.1820902
-15.2,30.419271,-30.306372,-15.377739,-0.06104431,29.96313,-30.6432,-15.2,0.21249226
-15.1,29.629843,-30.895721,-15.373958,0.39804256,29.789593,-30.485598,-15.1,0.23442294
-15.0,29.853884,-30.701433,-15.476767,0.51364607,29.620155,-30.325144,-15.0,0.2470079
-14.9,29.217709,-30.033648,-14.589854,0.24456862,29.454514,-30.16144,-14.9,0.24974546
-14.8,29.09884,-29.696539,-14.819253,0.48858148,29.292324,-29.994125,-14.8,0.24252643
-14.7,28.667645,-29.410593,-14.359352,-0.1469725,29.133207,-29.822874,-14.7,0.22563866
-14.6,28.79126,-29.465576,-14.203665,0.042427503,28.976757,-29.647396,-14.6,0.19975537
-14.5,28.435364,-29.353567,-14.059407,0.11133349,28.822538,-29.467447,-14.5,0.16590847
-14.4,28.961216,-28.957647,-14.142215,0.38398743,28.670092,-29.28283,-14.4,0.12544732
-14.3,28.921854,-29.341013,-14.107099,0.294356,28.518942,-29.093386,-14.3,0.07998499
-14.2,28.232948,-28.592756,-14.505439,-0.37056503,28.368605,-28.899014,-14.2,0.031333905
-14.1,28.210249,-29.126505,-14.419173,0.02287512,28.218578,-28.699656,-14.1,-0.01856636
-14.0,28.152843,-28.66428,-14.1337805,-0.27583477,28.068369,-28.495304,-14.0,-0.06772645
-13.9,27.976458,-27.830526,-14.347666,-0.048467655,27.917475,-28.286003,-13.9,-0.114186496
-13.8,27.49858,-27.606556,-13.959812,-0.06256741,27.765408,-28.071848,-13.8,-0.15609428
-13.7,27.319183,-27.805117,-13.305638,-0.6818926,27.611687,-27.852978,-13.7,-0.19177909
-13.6,26.959885,-27.46691,-13.460358,-0.35765544,27.455853,-27.629581,-13.6,-0.21981826
-13.5,27.010479,-27.046322,-13.545402,-0.050601155,27.29746,-27.401892,-13.5,-0.23909399
-13.4,27.444553,-27.415642,-13.1895275,-0.6999692,27.136097,-27.170187,-13.4,-0.24883777
-13.3,26.477736,-26.918652,-13.590001,0.22568727,26.971375,-26.934784,-13.3,-0.24866119
-13.2,27.011068,-27.134518,-13.620864,-0.65312505,26.802942,-26.696037,-13.2,-0.23857127
-13.1,26.715807,-26.272911,-13.044477,0.031488232,26.630484,-26.45433,-13.1,-0.21897027
-13.0,26.56426,-26.450706,-12.866318,0.30753955,26.453724,-26.210083,-13.0,-0.19063962
-12.9,25.957773,-26.156477,-12.878518,0.1487716,26.27243,-25.963737,-12.9,-0.15470876
-12.8,25.722597,-25.995968,-12.422428,-0.492448,26.086416,-25.715755,-12.8,-0.11261015
-12.7,25.730907,-25.139296,-13.033004,0.051321585,25.895542,-25.466616,-12.7,-0.06602213
-12.6,25.571356,-25.608099,-12.2511425,0.3909315,25.699717,-25.216812,-12.6,-0.016802019
-12.5,25.54436,-25.107195,-12.507834,-0.17399704,25.4989,-24.966839,-12.5,0.03308794
-12.4,25.1135,-24.686323,-12.226825,0.027632099,25.293097,-24.717197,-12.4,0.08165878
-12.3,25.348244,-24.475128,-11.995999,0.1656311,25.082367,-24.468384,-12.3,0.12697415
-12.2,24.936493,-24.30999,-12.45788,0.1577437,24.866817,-24.220886,-12.2,0.16722746
-12.1,25.083504,-23.531492,-12.261272,-0.0016530884,24.646603,-23.975176,-12.1,0.20081393
-12.0,24.11862,-23.903694,-11.718515,0.3499292,24.421926,-23.731714,-12.0,0.2263946
-11.9,24.248436,-23.587065,-11.686815,0.41648862,24.193035,-23.49093,-11.9,0.2429496
-11.8,24.016615,-23.546015,-11.714512,0.66258484,23.960217,-23.253237,-11.8,0.249819
-11.7,23.320929,-22.805626,-12.198936,-0.02240543,23.723799,-23.019009,-11.7,0.24672888
-11.6,23.880903,-22.600348,-11.964934,-0.03453156,23.484144,-22.788586,-11.6,0.23380248
-11.5,23.497711,-22.521463,-11.5062065,0.5677128,23.241652,-22.562273,-11.5,0.21155511
-11.4,23.424501,-22.17204,-11.757312,-0.3188679,22.996746,-22.340336,-11.4,0.18087369
-11.3,22.485634,-21.810442,-11.082408,0.119056836,22.749872,-22.12299,-11.3,0.14298141
-11.2,22.158628,-21.716888,-11.555117,-0.34085307,22.501503,-21.910412,-11.2,0.09938892
-11.1,22.532522,-21.403929,-10.899252,0.21685402,22.252117,-21.702724,-11.1,0.051834106
-11.0,22.341274,-21.440613,-10.796314,0.22407265,22.002213,-21.500006,-11.0,0.0022128273
-10.9,21.529554,-21.288595,-10.905359,-0.24584216,21.752285,-21.302282,-10.9,-0.04749667
-10.8,21.09595,-21.535612,-10.97698,-0.57189953,21.502834,-21.109531,-10.8,-0.095312625
-10.7,21.697912,-21.374477,-10.89252,-0.047246568,21.254354,-20.921682,-10.7,-0.13932876
-10.6,20.96303,-20.33526,-10.124289,0.1746914,21.007332,-20.738613,-10.6,-0.1777903
-10.5,21.038134,-20.26395,-10.852309,-0.31222168,20.762232,-20.560152,-10.5,-0.2091639
-10.4,20.243206,-20.050976,-10.682611,-0.36040372,20.519508,-20.386087,-10.4,-0.2321988
-10.3,20.255909,-20.585495,-9.98029,-0.18458326,20.279587,-20.216158,-10.3,-0.24597667
-10.2,19.582912,-19.752676,-10.475182,-0.43359447,20.042868,-20.050062,-10.2,-0.24994822
-10.1,19.370066,-19.482843,-9.706017,-0.080372296,19.809715,-19.887465,-10.1,-0.24395514
-10.0,20.072577,-19.489513,-10.058358,0.24360992,19.580463,-19.72799,-10.0,-0.22823632
-9.9,19.6761,-19.831825,-9.661298,-0.13811694,19.355404,-19.571232,-9.9,-0.20341843
-9.8,19.284739,-19.574781,-9.431196,0.28410357,19.134787,-19.41676,-9.8,-0.1704909
-9.7,19.058212,-18.926718,-9.263311,-0.39468098,18.918818,-19.26412,-9.7,-0.13076644
-9.6,19.146034,-19.605854,-10.092775,-0.11615117,18.707657,-19.112837,-9.6,-0.08582873
-9.5,18.636082,-18.725649,-9.194448,0.057054125,18.501413,-18.962425,-9.5,-0.0374693
-9.4,18.330507,-18.767792,-9.26504,0.34872243,18.300154,-18.812387,-9.4,0.01238391
-9.3,18.04734,-19.009575,-9.648047,0.41504073,18.103888,-18.662228,-9.3,0.061743416
-9.2,17.831709,-18.887852,-9.356181,-0.2593116,17.912579,-18.511444,-9.2,0.10864141
-9.1,18.091381,-18.2001,-8.984978,0.22550505,17.72614,-18.359549,-9.1,0.1512082
-9.0,17.279009,-18.00246,-8.69369,0.24083145,17.544436,-18.206059,-9.0,0.18774681
-8.9,17.799309,-17.802477,-8.641598,0.7065497,17.367283,-18.05051,-8.9,0.21680054
-8.8,17.383955,-18.00152,-8.927293,-0.19034003,17.194454,-17.892458,-8.8,0.23721112
-8.7,16.597107,-17.40592,-8.726125,0.23579614,17.025677,-17.731485,-8.7,0.24816485
-8.6,16.546343,-17.703665,-8.885028,0.33037788,16.86064,-17.567198,-8.6,0.24922502
-8.5,17.167364,-17.752602,-8.30539,0.33593923,16.698994,-17.399244,-8.5,0.24034937
-8.4,16.093102,-16.918701,-8.525435,0.11099869,16.540356,-17.227299,-8.4,0.22189176
-8.3,16.103878,-16.877802,-8.572217,-0.0810489,16.384312,-17.051086,-8.3,0.19458802
-8.2,15.746574,-16.957348,-8.436194,0.07858246,16.230423,-16.870365,-8.2,0.15952668
-8.1,15.582306,-16.944826,-7.82068,0.036169287,16.078228,-16.684944,-8.1,0.11810549
-8.0,16.414562,-16.00641,-7.6288624,0.5662069,15.92725,-16.494678,-8.0,0.07197583
-7.9,16.137983,-15.991172,-8.225133,-0.2316124,15.7769985,-16.29947,-7.9,0.022976713
-7.8,15.229189,-15.626455,-7.968554,0.44375187,15.626978,-16.099272,-7.8,-0.026938412
-7.7,15.616413,-15.665973,-7.7632246,-0.18302464,15.4766865,-15.894084,-7.7,-0.07577959
-7.6,15.097614,-16.081308,-7.2120543,0.010636473,15.32563,-15.68396,-7.6,-0.121599674
-7.5,15.170431,-15.791869,-7.5496445,-0.6327828,15.173318,-15.469,-7.5,-0.16257197
-7.4,14.878976,-15.018995,-7.328601,-0.1484294,15.019274,-15.249354,-7.4,-0.19706301
-7.3,14.421107,-15.070971,-7.6536365,-0.1061275,14.863039,-15.025218,-7.3,-0.2236978
-7.2,14.863264,-14.749033,-6.8203835,-0.20960827,14.704176,-14.796834,-7.2,-0.24141444
-7.1,14.070099,-14.674672,-7.492106,-0.45676327,14.5422735,-14.564485,-7.1,-0.24950667
-7.0,14.589213,-14.497041,-7.154825,-0.06690998,14.376951,-14.328493,-7.0,-0.24765185
-6.9,13.72398,-13.691697,-6.480628,0.26347908,14.207863,-14.08922,-6.9,-0.23592392
-6.8,14.393147,-13.8938265,-6.9007196,-0.019564947,14.0346985,-13.847056,-6.8,-0.21479045
-6.7,13.849966,-13.1873455,-6.839167,-0.44084644,13.857192,-13.602425,-6.7,-0.18509397
-6.6,14.021013,-13.8100815,-6.740013,-0.5409074,13.675117,-13.355771,-6.6,-0.14801838
-6.5,13.683014,-13.57312,-6.343632,-0.13636306,13.488294,-13.10756,-6.5,-0.10504176
-6.4,13.447332,-12.517593,-6.2333894,-0.16058826,13.296593,-12.858274,-6.4,-0.057877455
-6.3,13.583929,-12.297417,-6.47137,-0.22272846,13.099929,-12.608407,-6.3,-0.008405762
-6.2,12.84962,-12.0087805,-6.4169145,0.14366315,12.898271,-12.358456,-6.2,0.041401044
-6.1,12.38746,-11.696795,-5.98529,-0.33892706,12.691634,-12.108919,-6.1,0.08955732
-6.0,12.770117,-11.887695,-5.5694,0.6109282,12.480085,-11.860292,-6.0,0.13414323
-5.9,12.19691,-11.479572,-6.3188567,0.36211476,12.26374,-11.613062,-5.9,0.17338127
-5.8,11.574714,-11.649666,-5.5815163,0.40015438,12.04276,-11.367699,-5.8,0.20570715
-5.7,11.610783,-10.886972,-5.7935023,0.59391856,11.817356,-11.124658,-5.7,0.22983213
-5.6,11.190752,-11.336878,-5.8103137,0.13259691,11.587783,-10.884367,-5.6,0.24479443
-5.5,11.671036,-11.127859,-5.3072863,0.41284594,11.354335,-10.64723,-5.5,0.24999756
-5.4,11.4051485,-10.1569605,-5.3916306,0.09114355,11.117347,-10.413618,-5.4,0.24523406
-5.3,11.164489,-9.940487,-4.9274735,0.5767008,10.877187,-10.1838665,-5.3,0.23069386
-5.2,10.486,-9.530538,-4.9070063,-0.043267846,10.634258,-9.958273,-5.2,0.20695661
-5.1,10.649805,-9.756274,-5.2677565,0.089222156,10.3889885,-9.737093,-5.1,0.17496867
-5.0,10.522831,-9.092859,-4.8167667,0.2228631,10.141831,-9.520538,-5.0,0.13600528
-4.9,10.376054,-9.068665,-4.701068,0.1488276,9.893256,-9.308774,-4.9,0.09161978
-4.8,9.381154,-9.035655,-5.270897,0.12032644,9.643749,-9.101917,-4.8,0.043581694
-4.7,9.4822035,-9.037607,-4.420576,-0.12405812,9.3938055,-8.900039,-4.7,-0.0061938562
-4.6,9.121017,-8.576267,-4.35842,-0.303996,9.143924,-8.703155,-4.6,-0.05572248
-4.5,8.4033785,-8.350241,-4.7953453,0.017843474,8.894602,-8.511235,-4.5,-0.10302962
-4.4,8.859767,-8.344224,-4.759984,0.18434401,8.646334,-8.324199,-4.4,-0.1462293
-4.3,7.954933,-8.244953,-3.8611631,0.23242088,8.3996,-8.141917,-4.3,-0.18359928
-4.2,8.573348,-7.755439,-4.392904,-0.009054876,8.15487,-7.964212,-4.2,-0.21364972
-4.1,8.353645,-8.040879,-4.0032067,-0.20753747,7.912588,-7.7908616,-4.1,-0.23518264
-4.0,8.023236,-7.695794,-4.0911193,0.08292602,7.673178,-7.6215987,-4.0,-0.24733956
-3.9,7.614426,-7.2750063,-3.6341643,0.24788724,7.4370337,-7.456117,-3.9,-0.24963583
-3.8,7.589857,-7.496997,-4.222018,-0.53544486,7.204516,-7.294071,-3.8,-0.24197991
-3.7,6.9436646,-6.8622985,-4.0255666,-0.072027445,6.97595,-7.135082,-3.7,-0.22467703
-3.6,6.7658954,-7.168956,-3.423373,-0.39109442,6.751621,-6.9787397,-3.6,-0.19841696
-3.5,6.7666287,-6.8240495,-3.6156268,0.12181739,6.5317717,-6.8246083,-3.5,-0.16424665
-3.4,5.898167,-6.720013,-3.2357028,-0.23261862,6.316601,-6.6722293,-3.4,-0.12352834
-3.3,6.280164,-6.118162,-3.3633964,-0.43865138,6.1062603,-6.521127,-3.3,-0.07788534
-3.2,5.76,-6.7660937,-3.2510889,0.18313624,5.9008527,-6.370813,-3.2,-0.0291373
-3.1,5.418435,-6.2593627,-3.4713101,0.22197495,5.7004323,-6.2207904,-3.1,0.020772351
-3.0,5.4701414,-5.8471675,-2.700972,0.36851138,5.505004,-6.07056,-3.0,0.06985387
-2.9,4.9652553,-5.434099,-3.2628646,-0.14994985,5.314521,-5.919625,-2.9,0.11615054
-2.8,5.526654,-6.1166887,-2.370068,0.6138541,5.1288886,-5.767494,-2.8,0.15781666
-2.7,5.284998,-6.027501,-2.9662678,0.3741298,4.9479637,-5.61369,-2.7,0.19319113
-2.6,4.7569823,-5.008618,-2.23787,0.08165933,4.7715554,-5.457751,-2.6,0.22086367
-2.5,4.2834992,-5.014349,-2.1700747,0.29023385,4.599428,-5.2992363,-2.5,0.23973107
-2.4,4.191226,-4.7433724,-2.6651213,0.58884114,4.431303,-5.1377316,-2.4,0.24904115
-2.3,4.3178387,-5.33609,-1.8943019,-0.14863284,4.266862,-4.9728527,-2.3,0.24842276
-2.2,3.8973043,-5.073695,-1.905655,-0.117682084,4.1057496,-4.8042483,-2.2,0.23790053
-2.1,3.844888,-5.061652,-1.6684194,0.05557271,3.947577,-4.6316047,-2.1,0.21789394
-2.0,4.270921,-4.5097136,-1.6928682,-0.12205349,3.7919266,-4.4546485,-2.0,0.18920062
-1.9,3.6676173,-3.9402707,-2.2605774,0.25310782,3.6383553,-4.27315,-1.9,0.15296447
-1.8,2.9909992,-4.1481814,-1.5290474,0.20970975,3.486399,-4.0869236,-1.8,0.11063011
-1.7,3.8140242,-3.8295608,-1.8965964,0.5272478,3.3355777,-3.8958323,-1.7,0.06388528
-1.6,3.540481,-4.162029,-1.7526071,-0.35989845,3.1854002,-3.699787,-1.6,0.014593536
-1.5,3.1611423,-3.7539537,-1.4539124,0.21239683,3.0353687,-3.4987476,-1.5,-0.03528
-1.4,2.979599,-3.5428197,-1.7365232,-0.33532947,2.8849835,-3.2927248,-1.4,-0.08374704
-1.3,3.1970007,-3.0327983,-1.6049827,0.08484627,2.7337494,-3.081779,-1.3,-0.12887534
-1.2,2.156345,-3.0180886,-1.3117605,0.18843833,2.581179,-2.8660195,-1.2,-0.1688658
-1.1,2.4303253,-2.4498148,-1.5527314,-0.6991618,2.426798,-2.6456037,-1.1,-0.2021241
-1.0,2.5588133,-2.1596348,-0.74482834,-0.30854103,2.2701511,-2.4207356,-1.0,-0.22732435
-0.9,2.42053,-1.9010882,-1.022919,0.042806637,2.110805,-2.1916635,-0.9,-0.2434619
-0.8,2.1837018,-1.9933729,-0.7980047,-0.18901123,1.9483534,-1.958678,-0.8,-0.2498934
-0.7,1.793958,-1.8276277,-0.8285642,-0.16037779,1.7824211,-1.7221088,-0.7,-0.24636243
-0.6,1.2511269,-1.5066501,-0.63735723,-0.16356032,1.6126678,-1.4823213,-0.6,-0.23300977
-0.5,1.4369066,-1.1802436,-0.30000493,-0.121132955,1.4387913,-1.2397127,-0.5,-0.21036774
-0.4,1.2836223,-1.3788683,-0.30024347,-0.35375693,1.2605305,-0.9947092,-0.4,-0.17933902
-0.3,0.95033836,-0.2582402,0.10269363,-0.44263187,1.0776682,-0.7477601,-0.3,-0.14116062
-0.2,1.234149,-0.7612432,-0.66840786,-0.022807924,0.8900333,-0.49933466,-0.2,-0.09735458
-0.1,0.5073339,0.030493725,-0.25723794,0.055808295,0.6975021,-0.2499167,-0.1,-0.049667332
2.842171e-13,0.22835478,0.21343616,0.094462745,0.11051896,0.5,7.1054274e-13,2.842171e-13,1.4210855e-13
0.1,0.04005638,-0.0316997,-0.13121016,0.23494278,0.29750207,0.2499167,0.1,0.049667332
0.2,-0.116170295,0.16301854,-0.1792003,0.3609613,0.090033285,0.49933466,0.2,0.09735458
0.3,-0.14410558,0.2643344,0.42635018,0.5239853,-0.12233175,0.7477601,0.3,0.14116062
0.4,-0.018686488,0.5643063,0.30977216,0.38640434,-0.3394695,0.9947092,0.4,0.17933902
0.5,-0.4413795,0.9881663,0.4978193,0.0032146838,-0.5612087,1.2397127,0.5,0.21036774
0.6,-0.6175586,1.8820449,1.0208352,-0.2601493,-0.7873322,1.4823213,0.6,0.23300977
0.7,-1.0624563,1.2783111,0.9332018,0.7424894,-1.017579,1.7221088,0.7,0.24636243
0.8,-1.486655,1.8513117,0.9948174,0.5324051,-1.2516466,1.958678,0.8,0.2498934
0.9,-1.9529256,2.4965255,0.9558106,0.6358609,-1.489195,2.1916635,0.9,0.2434619
1.0,-2.0248842,2.6411245,1.005493,0.15492944,-1.7298489,2.4207356,1.0,0.22732435
1.1,-2.1719763,2.261257,1.4936,0.45722613,-1.973202,2.6456037,1.1,0.2021241
1.2,-2.4825113,2.3822875,1.0333862,0.31480712,-2.218821,2.8660195,1.2,0.1688658
1.3,-2.4125566,3.3891265,0.96063524,0.2150705,-2.4662507,3.081779,1.3,0.12887534
1.4,-3.1176686,3.618113,1.668266,-0.3717605,-2.7150164,3.2927248,1.4,0.08374704
1.5,-2.5229754,3.3590696,1.3678229,0.2531328,-2.9646313,3.4987476,1.5,0.03528
1.6,-3.166895,3.9646695,1.4126757,0.28655607,-3.2145998,3.699787,1.6,-0.014593536
1.7,-3.4735343,4.22455,1.252217,-0.053655006,-3.4644222,3.8958323,1.7,-0.06388528
1.8,-3.4359052,4.5097895,2.1007876,-0.34622872,-3.713601,4.0869236,1.8,-0.11063011
1.9,-3.677896,4.6498003,1.6032369,0.17252213,-3.961645,4.27315,1.9,-0.15296447
2.0,-4.315145,4.0863957,2.337437,-0.33067894,-4.2080736,4.4546485,2.0,-0.18920062
2.1,-4.2684345,4.591891,1.9551446,-0.49290818,-4.452423,4.6316047,2.1,-0.21789394
2.2,-4.993769,5.235695,2.2626762,-0.32811776,-4.6942506,4.8042483,2.2,-0.23790053
2.3,-5.2790227,4.9983487,2.6416962,-0.7196921,-4.933138,4.9728527,2.3,-0.24842276
2.4,-4.939616,5.4796505,2.648803,0.08897034,-5.168697,5.1377316,2.4,-0.24904115
2.5,-5.545062,5.4514318,2.3285666,-0.13392949,-5.400572,5.2992363,2.5,-0.23973107
2.6,-5.8593044,5.6921225,2.4648361,-0.05125017,-5.628444,5.457751,2.6,-0.22086367
2.7,-5.4164214,5.7853413,2.399775,0.17156993,-5.852036,5.61369,2.7,-0.19319113
2.8,-6.4128246,6.2258534,2.435753,0.106000185,-6.071111,5.767494,2.8,-0.15781666
2.9,-6.0589466,6.3037295,3.3199935,-0.51519614,-6.285479,5.919625,2.9,-0.11615054
3.0,-6.3061996,5.824478,3.0213351,0.34545246,-6.494996,6.07056,3.0,-0.06985387
3.1,-6.462713,6.409367,2.6278996,-0.45228106,-6.699568,6.2207904,3.1,-0.020772351
3.2,-6.756211,6.6209755,2.9763892,-0.44130716,-6.8991475,6.370813,3.2,0.0291373
3.3,-7.535113,6.407362,3.5542495,-0.08334593,-7.09374,6.521127,3.3,0.07788534
3.4,-6.979451,6.644011,3.0553632,0.0013619616,-7.283399,6.6722293,3.4,0.12352834
3.5,-7.1831183,7.1670203,3.695282,-0.19611232,-7.4682283,6.8246083,3.5,0.16424665
3.6,-7.7492247,6.493291,3.2864027,-0.15205123,-7.6483793,6.9787397,3.6,0.19841696
3.7,-8.166058,7.536417,3.5276256,0.5523989,-7.82405,7.135082,3.7,0.22467703
3.8,-8.443102,7.02371,3.7552803,0.33335227,-7.995484,7.294071,3.8,0.24197991
3.9,-8.515413,7.3003263,3.7917917,-0.17881162,-8.162966,7.456117,3.9,0.24963583
4.0,-8.456335,7.442317,4.1470876,0.13106656,-8.326822,7.6215987,4.0,0.24733956
4.1,-8.67732,7.528406,3.9410326,0.591159,-8.4874115,7.7908616,4.1,0.23518264
4.2,-8.995457,7.5609956,4.467154,0.4992898,-8.64513,7.964212,4.2,0.21364972
4.3,-9.22787,8.090848,4.2240014,-0.27975464,-8.8004,8.141917,4.3,0.18359928
4.4,-9.040454,8.777628,4.116486,-0.013107043,-8.953667,8.324199,4.4,0.1462293
4.5,-9.453603,8.192489,4.1129637,0.5469513,-9.105398,8.511235,4.5,0.10302962
4.6,-9.360153,8.840526,4.6773286,0.27461666,-9.256076,8.703155,4.6,0.05572248
4.7,-8.952039,9.021653,5.047481,-0.46853915,-9.406195,8.900039,4.7,0.0061938562
4.8,-9.532464,8.620599,5.012731,-0.09327436,-9.556251,9.101917,4.8,-0.043581694
4.9,-9.513928,9.606006,4.88599,-0.061271466,-9.706744,9.308774,4.9,-0.09161978
5.0,-9.9565735,9.934185,4.595946,0.19906275,-9.858169,9.520538,5.0,-0.13600528
5.1,-10.1558275,10.112978,5.125594,-0.42274916,-10.011011,9.737093,5.1,-0.17496867
5.2,-9.805291,10.179682,5.6452546,-0.6963292,-10.165742,9.958273,5.2,-0.20695661
5.3,-10.727592,9.816332,5.6217585,0.05899392,-10.322813,10.1838665,5.3,-0.23069386
5.4,-10.567238,9.958612,5.397447,-0.2292441,-10.482654,10.413618,5.4,-0.24523406
5.5,-10.688689,10.213659,5.381006,-0.61987656,-10.645665,10.64723,5.5,-0.24999756
5.6,-10.963025,11.187377,5.3071666,0.18401627,-10.812217,10.884367,5.6,-0.24479443
5.7,-10.581513,10.789379,6.0118165,-0.6379255,-10.982644,11.124658,5.7,-0.22983213
5.8,-11.139885,11.025359,6.1182313,0.28692943,-11.15724,11.367699,5.8,-0.20570715
5.9,-11.474959,11.739845,6.3487425,-0.5516853,-11.336261,11.613062,5.9,-0.17338127
6.0,-11.21031,12.161634,5.5327716,0.14175631,-11.519915,11.860292,6.0,-0.13414323
6.1,-11.406131,12.300687,5.8701773,-0.38636124,-11.708365,12.108919,6.1,-0.08955732
6.2,-12.191167,12.117546,6.452319,-0.19239196,-11.901729,12.358456,6.2,-0.041401044
6.3,-12.202671,12.24383,6.6738214,-0.24922097,-12.100071,12.608407,6.3,0.008405762
6.4,-12.688099,13.125281,6.6161866,-0.19001625,-12.303408,12.858274,6.4,0.057877455
6.5,-12.164364,13.605263,6.175998,0.019376835,-12.511706,13.10756,6.5,0.10504176
6.6,-12.51346,13.088284,6.87129,0.05276207,-12.724884,13.355771,6.6,0.14801838
6.7,-13.348775,14.002033,6.889008,0.31506562,-12.942808,13.602425,6.7,0.18509397
6.8,-13.343458,13.8175335,6.58489,0.5997594,-13.165301,13.847056,6.8,0.21479045
6.9,-13.09054,13.601915,7.2626185,0.40211886,-13.392138,14.08922,6.9,0.23592392
7.0,-13.440375,14.3755665,6.8606334,0.5205858,-13.623049,14.328493,7.0,0.24765185
